assignmentId: 2Z8SNTL0XULRU74YMSDMJX5GY731NP
task-132-is-correct-answer: true
task-132-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231563590,"which":53}
task-132-keypress_before_show_prompt_count: 0
task-132-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-132-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-132-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-132-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-132-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-132-reaction-time: 887
task-132-time-of-doTask: 1298898761163
task-132-time-of-keypress: 1298898763590
task-132-time-of-showCharacters: 1298898762703
task-133-are-same: false
task-133-character-0-alphabet: korean
task-133-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge29xdstsd.png
task-133-character-0-character-number: 29
task-133-character-0-id: a2akud1gdstsd
task-133-character-1-alphabet: myanmar
task-133-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn01klsq0r.png
task-133-character-1-character-number: 01
task-133-character-1-id: a1ehrxjplsq0r
task-133-is-correct-answer: true
task-133-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231567165,"which":53}
task-133-keypress_before_show_prompt_count: 0
task-133-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-133-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-133-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-133-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-133-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-133-reaction-time: 1279
task-133-time-of-doTask: 1298898764598
task-133-time-of-keypress: 1298898767165
task-133-time-of-showCharacters: 1298898765886
task-134-are-same: false
task-134-character-0-alphabet: korean
task-134-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kmvo1jrtwe04hep7xn.png
task-134-character-0-character-number: 04
task-134-character-0-id: a3mv1jtwep7xn
task-134-character-1-alphabet: sylheti
task-134-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ays0byjclgyh192dhix.png
task-134-character-1-character-number: 19
task-134-character-1-id: ay0bjcgydhix
task-134-is-correct-answer: true
task-134-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231570578,"which":53}
task-134-keypress_before_show_prompt_count: 0
task-134-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-134-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-134-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-134-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-134-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-134-reaction-time: 826
task-134-time-of-doTask: 1298898768178
task-134-time-of-keypress: 1298898770578
task-134-time-of-showCharacters: 1298898769752
task-135-are-same: true
task-135-character-0-alphabet: sylheti
task-135-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h19n5spo8.png
task-135-character-0-character-number: 19
task-135-character-0-id: a30xq7555spo8
task-135-character-1-alphabet: sylheti
task-135-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch19gcvl35.png
task-135-character-1-character-number: 19
task-135-character-1-id: a1qku9mccvl35
task-135-is-correct-answer: true
task-135-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-135-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-135-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-135-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-135-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-135-reaction-time: -1
task-135-time-of-doTask: 1298898771589
task-135-time-of-showCharacters: 1298898773065
task-136-are-same: true
task-136-character-0-alphabet: myanmar
task-136-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mj1yppa96n01qx14u0.png
task-136-character-0-character-number: 01
task-136-character-0-id: a3j1pp96x14u0
task-136-character-1-alphabet: myanmar
task-136-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on01znkucn.png
task-136-character-1-character-number: 01
task-136-character-1-id: a3pkun3onkucn
task-136-is-correct-answer: true
task-136-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-136-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-136-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-136-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-136-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-136-reaction-time: -1
task-136-time-of-doTask: 1298898778080
task-136-time-of-showCharacters: 1298898779079
task-137-are-same: true
task-137-character-0-alphabet: sylheti
task-137-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3snpy21laph28vfa18b.png
task-137-character-0-character-number: 28
task-137-character-0-id: a3np21apfa18b
task-137-character-1-alphabet: sylheti
task-137-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch28gcvl35.png
task-137-character-1-character-number: 28
task-137-character-1-id: a1qku9mccvl35
task-137-is-correct-answer: true
task-137-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-137-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-137-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-137-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-137-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-137-reaction-time: -1
task-137-time-of-doTask: 1298898784093
task-137-time-of-showCharacters: 1298898785638
task-138-are-same: false
task-138-character-0-alphabet: sylheti
task-138-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh17zzw6q.png
task-138-character-0-character-number: 17
task-138-character-0-id: amynpl5xzw6q
task-138-character-1-alphabet: myanmar
task-138-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn32zzw6q.png
task-138-character-1-character-number: 32
task-138-character-1-id: amynpl5xzw6q
task-138-is-correct-answer: true
task-138-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231592741,"which":53}
task-138-keypress_before_show_prompt_count: 0
task-138-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-138-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-138-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-138-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-138-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-138-reaction-time: 905
task-138-time-of-doTask: 1298898790651
task-138-time-of-keypress: 1298898792741
task-138-time-of-showCharacters: 1298898791836
task-139-are-same: false
task-139-character-0-alphabet: sylheti
task-139-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh283gst4.png
task-139-character-0-character-number: 28
task-139-character-0-id: a4858n7ggst4
task-139-character-1-alphabet: inuktitut
task-139-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2rnfyur8k02edbn79.png
task-139-character-1-character-number: 02
task-139-character-1-id: a12rfyr8dbn79
task-139-is-correct-answer: true
task-139-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231596022,"which":53}
task-139-keypress_before_show_prompt_count: 0
task-139-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-139-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-139-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-139-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-139-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-139-reaction-time: 792
task-139-time-of-doTask: 1298898793753
task-139-time-of-keypress: 1298898796022
task-139-time-of-showCharacters: 1298898795230
task-14-are-same: false
task-14-character-0-alphabet: korean
task-14-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kv0op7r9fe29fynz9j.png
task-14-character-0-character-number: 29
task-14-character-0-id: a1v0p79fynz9j
task-14-character-1-alphabet: sylheti
task-14-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh191m1nyz.png
task-14-character-1-character-number: 19
task-14-character-1-id: a3r9q9wqm1nyz
task-14-is-correct-answer: true
task-14-keypress: {"altKey":false,"charCode":39,"ctrlKey":false,"keyCode":39,"metaKey":false,"shiftKey":false,"timeStamp":1301230909630,"which":39}
task-14-keypress_before_show_prompt_count: 0
task-14-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-14-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-14-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-14-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-14-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-14-reaction-time: 1438
task-14-time-of-doTask: 1298898107119
task-14-time-of-keypress: 1298898109631
task-14-time-of-showCharacters: 1298898108193
task-140-are-same: true
task-140-character-0-alphabet: myanmar
task-140-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn256qumi2.png
task-140-character-0-character-number: 25
task-140-character-0-id: a3qat9qkqumi2
task-140-character-1-alphabet: myanmar
task-140-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen257n7bx.png
task-140-character-1-character-number: 25
task-140-character-1-id: ajf66jwen7bx
task-140-is-correct-answer: true
task-140-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-140-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-140-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-140-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-140-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-140-reaction-time: -1
task-140-time-of-doTask: 1298898800669
task-140-time-of-showCharacters: 1298898801756
task-141-are-same: true
task-141-character-0-alphabet: korean
task-141-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2keronxre6e390jlm4x.png
task-141-character-0-character-number: 39
task-141-character-0-id: a2ernxe6jlm4x
task-141-character-1-alphabet: korean
task-141-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kv0op7r9fe39fynz9j.png
task-141-character-1-character-number: 39
task-141-character-1-id: a1v0p79fynz9j
task-141-is-correct-answer: true
task-141-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-141-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-141-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-141-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-141-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-141-reaction-time: -1
task-141-time-of-doTask: 1298898806771
task-141-time-of-showCharacters: 1298898808212
task-142-are-same: true
task-142-character-0-alphabet: tagalog
task-142-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka056qumi2.png
task-142-character-0-character-number: 05
task-142-character-0-id: a3qat9qkqumi2
task-142-character-1-alphabet: tagalog
task-142-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amtynaplg5xa05zzw6q.png
task-142-character-1-character-number: 05
task-142-character-1-id: amynpl5xzw6q
task-142-is-correct-answer: true
task-142-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-142-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-142-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-142-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-142-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-142-reaction-time: -1
task-142-time-of-doTask: 1298898813227
task-142-time-of-showCharacters: 1298898814182
task-143-are-same: false
task-143-character-0-alphabet: myanmar
task-143-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen327n7bx.png
task-143-character-0-character-number: 32
task-143-character-0-id: ajf66jwen7bx
task-143-character-1-alphabet: sylheti
task-143-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh17ujezd1.png
task-143-character-1-character-number: 17
task-143-character-1-id: a3m0kt6kjezd1
task-143-is-correct-answer: true
task-143-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231621515,"which":53}
task-143-keypress_before_show_prompt_count: 0
task-143-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-143-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-143-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-143-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-143-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-143-reaction-time: 1388
task-143-time-of-doTask: 1298898819188
task-143-time-of-keypress: 1298898821515
task-143-time-of-showCharacters: 1298898820127
task-144-are-same: false
task-144-character-0-alphabet: myanmar
task-144-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn256qumi2.png
task-144-character-0-character-number: 25
task-144-character-0-id: a3qat9qkqumi2
task-144-character-1-alphabet: korean
task-144-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue29fh14ls.png
task-144-character-1-character-number: 29
task-144-character-1-id: a2nm1qzuh14ls
task-144-is-correct-answer: true
task-144-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231624668,"which":53}
task-144-keypress_before_show_prompt_count: 0
task-144-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-144-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-144-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-144-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-144-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-144-reaction-time: 680
task-144-time-of-doTask: 1298898822528
task-144-time-of-keypress: 1298898824668
task-144-time-of-showCharacters: 1298898823988
task-145-are-same: false
task-145-character-0-alphabet: inuktitut
task-145-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk03r0a30.png
task-145-character-0-character-number: 03
task-145-character-0-id: aljsxt6v0a30
task-145-character-1-alphabet: atemayar
task-145-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6afjtbveuzm23yrhm6.png
task-145-character-1-character-number: 23
task-145-character-1-id: a6fjbvuzrhm6
task-145-is-correct-answer: true
task-145-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231627209,"which":53}
task-145-keypress_before_show_prompt_count: 0
task-145-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-145-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-145-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-145-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-145-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-145-reaction-time: 632
task-145-time-of-doTask: 1298898825680
task-145-time-of-keypress: 1298898827209
task-145-time-of-showCharacters: 1298898826577
task-146-are-same: true
task-146-character-0-alphabet: korean
task-146-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge04xdstsd.png
task-146-character-0-character-number: 04
task-146-character-0-id: a2akud1gdstsd
task-146-character-1-alphabet: korean
task-146-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe04lpzden.png
task-146-character-1-character-number: 04
task-146-character-1-id: a1manxzopzden
task-146-is-correct-answer: true
task-146-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-146-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-146-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-146-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-146-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-146-reaction-time: -1
task-146-time-of-doTask: 1298898828222
task-146-time-of-showCharacters: 1298898828992
task-147-are-same: false
task-147-character-0-alphabet: inuktitut
task-147-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avilbnkmu6qk01ipb1s.png
task-147-character-0-character-number: 01
task-147-character-0-id: avlbkm6qpb1s
task-147-character-1-alphabet: sylheti
task-147-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h28n5spo8.png
task-147-character-1-character-number: 28
task-147-character-1-id: a30xq7555spo8
task-147-is-correct-answer: true
task-147-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231636007,"which":53}
task-147-keypress_before_show_prompt_count: 0
task-147-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-147-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-147-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-147-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-147-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-147-reaction-time: 722
task-147-time-of-doTask: 1298898834008
task-147-time-of-keypress: 1298898836007
task-147-time-of-showCharacters: 1298898835285
task-148-are-same: true
task-148-character-0-alphabet: sylheti
task-148-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh19ooa9ge.png
task-148-character-0-character-number: 19
task-148-character-0-id: a1a25pyfoa9ge
task-148-character-1-alphabet: sylheti
task-148-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh19cehcip.png
task-148-character-1-character-number: 19
task-148-character-1-id: a1s3njxhehcip
task-148-is-correct-answer: true
task-148-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-148-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-148-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-148-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-148-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-148-reaction-time: -1
task-148-time-of-doTask: 1298898837021
task-148-time-of-showCharacters: 1298898838290
task-149-are-same: false
task-149-character-0-alphabet: korean
task-149-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge39xdstsd.png
task-149-character-0-character-number: 39
task-149-character-0-id: a2akud1gdstsd
task-149-character-1-alphabet: inuktitut
task-149-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k038sfxpy.png
task-149-character-1-character-number: 03
task-149-character-1-id: a1z59eb5sfxpy
task-149-is-correct-answer: true
task-149-keypress: {"altKey":false,"charCode":53,"ctrlKey":false,"keyCode":53,"metaKey":false,"shiftKey":false,"timeStamp":1301231645552,"which":53}
task-149-keypress_before_show_prompt_count: 0
task-149-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-149-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-149-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-149-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-149-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-149-reaction-time: 772
task-149-time-of-doTask: 1298898843303
task-149-time-of-keypress: 1298898845553
task-149-time-of-showCharacters: 1298898844781
task-15-are-same: true
task-15-character-0-alphabet: myanmar
task-15-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn01cehcip.png
task-15-character-0-character-number: 01
task-15-character-0-id: a1s3njxhehcip
task-15-character-1-alphabet: myanmar
task-15-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn016qumi2.png
task-15-character-1-character-number: 01
task-15-character-1-id: a3qat9qkqumi2
task-15-is-correct-answer: false
task-15-keypress: {"altKey":false,"charCode":39,"ctrlKey":false,"keyCode":39,"metaKey":false,"shiftKey":false,"timeStamp":1301230912215,"which":39}
task-15-keypress_before_show_prompt_count: 0
task-15-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-15-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-15-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-15-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-15-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-15-reaction-time: 814
task-15-time-of-doTask: 1298898110638
task-15-time-of-keypress: 1298898112215
task-15-time-of-showCharacters: 1298898111401
task-150-are-same: true
task-150-character-0-alphabet: myanmar
task-150-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on32znkucn.png
task-150-character-0-character-number: 32
task-150-character-0-id: a3pkun3onkucn
task-150-character-1-alphabet: myanmar
task-150-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-150-character-1-character-number: 32
task-150-character-1-id: a1umhcrj9zfdp
task-150-is-correct-answer: true
task-150-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-150-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-150-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-150-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-150-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-150-reaction-time: -1
task-150-time-of-doTask: 1298898849121
task-150-time-of-showCharacters: 1298898850230
task-151-are-same: false
task-151-character-0-alphabet: inuktitut
task-151-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3iqant9uqkk116qumi2.png
task-151-character-0-character-number: 11
task-151-character-0-id: a3qat9qkqumi2
task-151-character-1-alphabet: tagalog
task-151-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka026qumi2.png
task-151-character-1-character-number: 02
task-151-character-1-id: a3qat9qkqumi2
task-151-is-correct-answer: true
task-151-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301231657083,"which":54}
task-151-keypress_before_show_prompt_count: 0
task-151-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-151-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-151-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-151-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-151-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-151-reaction-time: 832
task-151-time-of-doTask: 1298898855246
task-151-time-of-keypress: 1298898857083
task-151-time-of-showCharacters: 1298898856251
task-152-are-same: false
task-152-character-0-alphabet: sylheti
task-152-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh19r0a30.png
task-152-character-0-character-number: 19
task-152-character-0-id: aljsxt6v0a30
task-152-character-1-alphabet: korean
task-152-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde297oebd.png
task-152-character-1-character-number: 29
task-152-character-1-id: aav4pzxdoebd
task-152-is-correct-answer: true
task-152-keypress: {"altKey":false,"charCode":54,"ctrlKey":false,"keyCode":54,"metaKey":false,"shiftKey":false,"timeStamp":1301231660247,"which":54}
task-152-keypress_before_show_prompt_count: 0
task-152-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-152-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-152-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-152-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-152-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-152-reaction-time: 710
task-152-time-of-doTask: 1298898858095
task-152-time-of-keypress: 1298898860247
task-152-time-of-showCharacters: 1298898859537
task-153-are-same: false
task-153-character-0-alphabet: tagalog
