duration: 0y 0d 0h 0m 13s 274ms
finish_break: here
task-24-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xvqfetzs24icsia2.png
task-24-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbvkme6qs24ipb1s.png
task-25-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3apknung3oe06znkucn.png
task-25-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avargnqzg37e06p11ih.png
task-26-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mebkt1h2se14nrdn77.png
task-26-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3m7lkvchjee1448gkgu.png
task-27-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tamienbm6e08ftxi9f.png
task-27-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tamienbm6e01ftxi9f.png
task-28-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3uurlsdogsg0779sph8.png
task-28-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3emva1jrtwl01hep7xn.png
task-29-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h26n5spo8.png
task-29-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh1119duil.png
task-3-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3fm0uktt6ku25ujezd1.png
task-3-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awfnxu7ntelu21gsvlp.png
task-30-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3amvt1jltwa05hep7xn.png
task-30-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2msra0elxga39f0uve1.png
task-31-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tbbi99bmne3143zy37.png
task-31-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3aqxs43oswm215xilp1.png
task-32-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mebkt1h2se21nrdn77.png
task-32-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2fn5u7rtt3h16gtcjhm.png
task-33-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gh0ex3_xre20hyz3xq.png
task-33-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gaorb9ao0n11nefxmw.png
task-34-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2anms1qozum12fh14ls.png
task-34-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/akf5sumqt4th137j68f.png
task-35-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6afjubvruze03yrhm6.png
task-35-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/apkd0adan9xn18z3zlo.png
task-36-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1bmaenxnzog21lpzden.png
task-36-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3bh5esun8gg21fxhi4x.png
task-37-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3ti4izmbvye30os91bx.png
task-37-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tfoiggbtle30wgo7n4.png
task-38-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1jmaanxwzoi28lpzden.png
task-38-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh12ujezd1.png
task-39-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3fmvu1jttwh26hep7xn.png
task-39-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1am5vxxe9gs1983qow7.png
task-4-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agesta3cro6l12uusf8.png
task-4-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakaudn1gn15xdstsd.png
task-40-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/atsvyyxllweh18h5n03.png
task-40-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mhnoivno4g21r8zjtm.png
task-41-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a89vtxer3s26txn3nm.png
task-41-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen117n7bx.png
task-42-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/adac8vvbekos10vocrr.png
task-42-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1jmaanxwzoi35lpzden.png
task-43-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mmaanxlzoa34lpzden.png
task-43-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2anms1qozum02fh14ls.png
task-44-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kliew1bfvl12yq8izc.png
task-44-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayk0bejcbgyl122dhix.png
task-45-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5m37a9lluia17nt3pc.png
task-45-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1acltejlhba182x9yyn.png
task-46-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3aurusdrgse0579sph8.png
task-46-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apfuktrghe03hg1ofp.png
task-47-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gs3rnjaxhn15cehcip.png
task-47-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2g7bex1_1se10b63o9d.png
task-48-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aojp4aiiw3oi03nmgtc.png
task-48-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kj8as7ngin30uyto4a.png
task-49-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5m37a9lluia17nt3pc.png
task-49-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apxn0agywe08txngce.png
task-5-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1myskyih92e296bbohw.png
task-5-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mnmk1qhzue29fh14ls.png
task-50-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayk0bejcbgyl082dhix.png
task-50-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5v9eeb5s248sfxpy.png
task-51-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3jncassw33i21ehkhop.png
task-51-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3muxaaulq8a34sy2ih4.png
task-52-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3apknung3oe06znkucn.png
task-52-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3apktunl3oa06znkucn.png
task-53-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2e3pssxt2zr14o4f65q.png
task-53-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3em0sktt6kr14ujezd1.png
task-54-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1geherx_jpe07klsq0r.png
task-54-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gw3efo_0de0777cf5t.png
task-55-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn08j9zfdp.png
task-55-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjabvguzi08yrhm6.png
task-56-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2anms1qozum39fh14ls.png
task-56-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6sfjybvluzh08yrhm6.png
task-57-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3t1pi54bmhe06bgugle.png
task-57-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mebkt1h2se25nrdn77.png
task-58-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfaktlgha20hg1ofp.png
task-58-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjabvluza07yrhm6.png
task-59-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mbbk99hmne1543zy37.png
task-59-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mv0kp7h9fe15fynz9j.png
task-6-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih17uyto4a.png
task-6-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh171m1nyz.png
task-60-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a9ks95oxsm22pcqgyw.png
task-60-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2aersnxoe6m220jlm4x.png
task-61-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gh0ex3_xre20hyz3xq.png
task-61-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2jeranxwe6i390jlm4x.png
task-62-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tbbi99bmne3143zy37.png
task-62-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aagv4rpzaxdn177oebd.png
task-63-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5n9egb5e128sfxpy.png
task-63-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avwnkzgice12lvatxu.png
task-64-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/algvgl2eay5g41lczvx.png
task-64-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ga2l5payfg41ooa9ge.png
task-65-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gw3efo_0de1777cf5t.png
task-65-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gh0ex3_xre17hyz3xq.png
task-66-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2aersnxoe6m200jlm4x.png
task-66-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1taoib9bo0e37nefxmw.png
task-67-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/adac8vvbekos10vocrr.png
task-67-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aymn2kjahgme05di8h0.png
task-68-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mbbk99hmne1943zy37.png
task-68-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aogmsr2yawln43lwnkg.png
task-69-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3ti4izmbvye30os91bx.png
task-69-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aokp4aiin3on12nmgtc.png
task-7-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1geherx_jpe07klsq0r.png
task-7-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gv7e3z_oze12m07asa.png
task-70-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2gcfl5xasgg24axa56f.png
task-70-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2gpflktaghg24hg1ofp.png
task-71-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2aduu38r80e19mjbrov.png
task-71-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5v9eeb5s038sfxpy.png
task-72-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ga2r5payfn32ooa9ge.png
task-72-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gaorb9ao0n32nefxmw.png
task-73-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3fmvu1jttwh22hep7xn.png
task-73-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agfstu3cto6h22uusf8.png
task-74-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a7th5i77b48e189cq4k.png
task-74-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2e2zsaktzfr023hokbu.png
task-75-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1eumshctrjr02j9zfdp.png
task-75-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3em0sktt6kr02ujezd1.png
task-76-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfaktlgha32hg1ofp.png
task-76-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2menaktl85a03db106w.png
task-77-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aya0btjclgya142dhix.png
task-77-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60l62a151ia38.png
task-78-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gh0ex3_xre02hyz3xq.png
task-78-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mebkt1h2se40nrdn77.png
task-79-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3g9xem5_jze125qi3le.png
task-79-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn25r0a30.png
task-8-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a15sxdoddm25g8j4x8.png
task-8-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agahrskloe9m25jvf6z.png
task-80-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h25mjbrov.png
task-80-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3uurlsdogsg1479sph8.png
task-81-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh033gst4.png
task-81-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh03ooa9ge.png
task-82-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aya0bvjcegys122dhix.png
task-82-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1fs3unjtxhh29cehcip.png
task-83-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avklbekmb6ql19ipb1s.png
task-83-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ahvsxgo9nm123n3f8o.png
task-84-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfooggntlg14wgo7n4.png
task-84-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehorxnjpg16klsq0r.png
task-85-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kjaa8qnb8n17pgyghj.png
task-85-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2khwambnttn15eotcf1.png
task-86-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3abbr99mmne0243zy37.png
task-86-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/apad0rdam9xe29z3zlo.png
task-87-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/apad0vdae9xs07z3zlo.png
task-87-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1acltejlhba112x9yyn.png
task-88-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3bb0e31nykg28kwfyfm.png
task-88-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1fa2u5ptyfh24ooa9ge.png
task-89-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1az5n9egb5e128sfxpy.png
task-89-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3aqant9gqke176qumi2.png
task-9-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kjaa8qnb8n06pgyghj.png
task-9-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kamaennm6n06ftxi9f.png
task-90-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2anms1qozum12fh14ls.png
task-90-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5g37r9lauin40nt3pc.png
task-91-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gaorb9ao0n40nefxmw.png
task-91-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ghcrjsaurn40fc4ngy.png
task-92-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1k7kaqnnuhn12jbyt4l.png
task-92-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2makkudh1ge05xdstsd.png
task-93-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2makaudl1ga35xdstsd.png
task-93-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aagv4rpzaxdn347oebd.png
task-94-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gs3rnjaxhn15cehcip.png
task-94-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sfoyggltlh12wgo7n4.png
task-95-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1uj8ls7ogig26uyto4a.png
task-95-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alujslxto6vg26r0a30.png
task-96-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2gerrnxae6n100jlm4x.png
task-96-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3gbbr99amnn2443zy37.png
task-97-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tamienbm6e38ftxi9f.png
task-97-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tb0i31byke25kwfyfm.png
task-98-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ftzugttdwu03vag2p7.png
task-98-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3fr9uq9twqu071m1nyz.png
task-99-example-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1gumlhcarjg26j9zfdp.png
task-99-test-url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alkjsextb6vl19r0a30.png
url-parameter-displayProgressBarDuringTask: false
url-parameter-pauseToExample: 1000,0
url-parameter-pauseToFirstHint: 500,0
url-parameter-pauseToGroup: -1,0
url-parameter-pauseToNoise: 100,0
url-parameter-pauseToSecondHint: 500,0
url-parameter-pauseToTest: 1000,0
url-parameter-tasksPerFeedbackGroup: 2,0
url-parameter-tasksPerWaitGroup: 2,0
windowHeight: 273
windowWidth: 1263
