assignmentId: 22O6NG1FS3NY13MLIQ6ZYZL36RSZLM
task-124-character-0-id: a1v0p79fynz9j
task-124-character-1-alphabet: korean
task-124-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje28j9zfdp.png
task-124-character-1-character-number: 28
task-124-character-1-id: a1umhcrj9zfdp
task-124-is-correct-answer: false
task-124-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236465416,"which":102}
task-124-keypress_before_show_prompt_count: 0
task-124-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-124-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-124-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-124-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-124-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-124-reaction-time: 316
task-124-time-of-doTask: 1298903663957
task-124-time-of-keypress: 1298903665416
task-124-time-of-showCharacters: 1298903665100
task-125-are-same: true
task-125-character-0-alphabet: atemayar
task-125-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2a3ptsxe2zm06o4f65q.png
task-125-character-0-character-number: 06
task-125-character-0-id: a23psx2z4f65q
task-125-character-1-alphabet: atemayar
task-125-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm06ipb1s.png
task-125-character-1-character-number: 06
task-125-character-1-id: avlbkm6qpb1s
task-125-is-correct-answer: false
task-125-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236468040,"which":102}
task-125-keypress_before_show_prompt_count: 0
task-125-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-125-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-125-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-125-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-125-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-125-reaction-time: 291
task-125-time-of-doTask: 1298903666427
task-125-time-of-keypress: 1298903668040
task-125-time-of-showCharacters: 1298903667749
task-126-are-same: false
task-126-character-0-alphabet: korean
task-126-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me397larg.png
task-126-character-0-character-number: 39
task-126-character-0-id: aj6upe9mlarg
task-126-character-1-alphabet: korean
task-126-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kv0op7r9fe29fynz9j.png
task-126-character-1-character-number: 29
task-126-character-1-id: a1v0p79fynz9j
task-126-is-correct-answer: true
task-126-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236470287,"which":102}
task-126-keypress_before_show_prompt_count: 0
task-126-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-126-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-126-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-126-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-126-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-126-reaction-time: 347
task-126-time-of-doTask: 1298903669051
task-126-time-of-keypress: 1298903670287
task-126-time-of-showCharacters: 1298903669940
task-127-are-same: false
task-127-character-0-alphabet: tagalog
task-127-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna06s31zvf.png
task-127-character-0-character-number: 06
task-127-character-0-id: a1l2fzyn31zvf
task-127-character-1-alphabet: sylheti
task-127-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih28uyto4a.png
task-127-character-1-character-number: 28
task-127-character-1-id: a1j8s7giyto4a
task-127-is-correct-answer: true
task-127-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236473217,"which":102}
task-127-keypress_before_show_prompt_count: 0
task-127-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-127-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-127-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-127-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-127-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-127-reaction-time: 792
task-127-time-of-doTask: 1298903671296
task-127-time-of-keypress: 1298903673217
task-127-time-of-showCharacters: 1298903672425
task-128-are-same: true
task-128-character-0-alphabet: sylheti
task-128-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh28r0a30.png
task-128-character-0-character-number: 28
task-128-character-0-id: aljsxt6v0a30
task-128-character-1-alphabet: sylheti
task-128-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh28ooa9ge.png
task-128-character-1-character-number: 28
task-128-character-1-id: a1a25pyfoa9ge
task-128-is-correct-answer: false
task-128-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236475712,"which":102}
task-128-keypress_before_show_prompt_count: 0
task-128-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-128-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-128-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-128-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-128-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-128-reaction-time: 528
task-128-time-of-doTask: 1298903674229
task-128-time-of-keypress: 1298903675712
task-128-time-of-showCharacters: 1298903675184
task-129-are-same: false
task-129-character-0-alphabet: korean
task-129-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3k9iovbrdme2851ekue.png
task-129-character-0-character-number: 28
task-129-character-0-id: a39ivbdm1ekue
task-129-character-1-alphabet: tagalog
task-129-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2tdua38g80a02mjbrov.png
task-129-character-1-character-number: 02
task-129-character-1-id: a2du3880jbrov
task-129-is-correct-answer: true
task-129-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236478159,"which":102}
task-129-keypress_before_show_prompt_count: 0
task-129-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-129-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-129-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-129-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-129-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-129-reaction-time: 546
task-129-time-of-doTask: 1298903676724
task-129-time-of-keypress: 1298903678159
task-129-time-of-showCharacters: 1298903677613
task-13-are-same: false
task-13-character-0-alphabet: myanmar
task-13-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn3116e081.png
task-13-character-0-character-number: 31
task-13-character-0-id: a1aegunf6e081
task-13-character-1-alphabet: inuktitut
task-13-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk02x8zfbo.png
task-13-character-1-character-number: 02
task-13-character-1-id: a2qnqd7m8zfbo
task-13-is-correct-answer: true
task-13-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235963367,"which":97}
task-13-keypress_before_show_prompt_count: 0
task-13-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-13-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-13-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-13-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-13-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-13-reaction-time: 321
task-13-time-of-doTask: 1298903161639
task-13-time-of-keypress: 1298903163367
task-13-time-of-showCharacters: 1298903163046
task-130-are-same: false
task-130-character-0-alphabet: sylheti
task-130-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh17ipb1s.png
task-130-character-0-character-number: 17
task-130-character-0-id: avlbkm6qpb1s
task-130-character-1-alphabet: tagalog
task-130-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tm0aktg6ka02ujezd1.png
task-130-character-1-character-number: 02
task-130-character-1-id: a3m0kt6kjezd1
task-130-is-correct-answer: true
task-130-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236485815,"which":102}
task-130-keypress_before_show_prompt_count: 0
task-130-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-130-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-130-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-130-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-130-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-130-reaction-time: 425
task-130-time-of-doTask: 1298903683957
task-130-time-of-keypress: 1298903685815
task-130-time-of-showCharacters: 1298903685390
task-131-are-same: false
task-131-character-0-alphabet: sylheti
task-131-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh19ooa9ge.png
task-131-character-0-character-number: 19
task-131-character-0-id: a1a25pyfoa9ge
task-131-character-1-alphabet: sylheti
task-131-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h20mjbrov.png
task-131-character-1-character-number: 20
task-131-character-1-id: a2du3880jbrov
task-131-is-correct-answer: true
task-131-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236488777,"which":102}
task-131-keypress_before_show_prompt_count: 0
task-131-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-131-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-131-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-131-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-131-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-131-reaction-time: 747
task-131-time-of-doTask: 1298903686827
task-131-time-of-keypress: 1298903688777
task-131-time-of-showCharacters: 1298903688030
task-132-are-same: true
task-132-character-0-alphabet: korean
task-132-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awk82oorruae04fmauz.png
task-132-character-0-character-number: 04
task-132-character-0-id: aw82oruamauz
task-132-character-1-alphabet: korean
task-132-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1koho82rlwe04dr5hbg.png
task-132-character-1-character-number: 04
task-132-character-1-id: a1oh82lwr5hbg
task-132-is-correct-answer: false
task-132-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236491921,"which":102}
task-132-keypress_before_show_prompt_count: 0
task-132-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-132-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-132-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-132-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-132-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-132-reaction-time: 615
task-132-time-of-doTask: 1298903689789
task-132-time-of-keypress: 1298903691921
task-132-time-of-showCharacters: 1298903691306
task-133-are-same: false
task-133-character-0-alphabet: korean
task-133-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kmvo1jrtwe39hep7xn.png
task-133-character-0-character-number: 39
task-133-character-0-id: a3mv1jtwep7xn
task-133-character-1-alphabet: myanmar
task-133-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn31cehcip.png
task-133-character-1-character-number: 31
task-133-character-1-id: a1s3njxhehcip
task-133-is-correct-answer: true
task-133-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236494207,"which":102}
task-133-keypress_before_show_prompt_count: 0
task-133-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-133-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-133-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-133-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-133-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-133-reaction-time: 511
task-133-time-of-doTask: 1298903692934
task-133-time-of-keypress: 1298903694207
task-133-time-of-showCharacters: 1298903693696
task-134-are-same: true
task-134-character-0-alphabet: atemayar
task-134-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aqktu9emcm25gcvl35.png
task-134-character-0-character-number: 25
task-134-character-0-id: a1qku9mccvl35
task-134-character-1-alphabet: atemayar
task-134-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2a3ptsxe2zm25o4f65q.png
task-134-character-1-character-number: 25
task-134-character-1-id: a23psx2z4f65q
task-134-is-correct-answer: false
task-134-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236496767,"which":102}
task-134-keypress_before_show_prompt_count: 0
task-134-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-134-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-134-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-134-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-134-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-134-reaction-time: 335
task-134-time-of-doTask: 1298903695216
task-134-time-of-keypress: 1298903696767
task-134-time-of-showCharacters: 1298903696432
task-135-are-same: false
task-135-character-0-alphabet: tagalog
task-135-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa05hep7xn.png
task-135-character-0-character-number: 05
task-135-character-0-id: a3mv1jtwep7xn
task-135-character-1-alphabet: korean
task-135-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me397larg.png
task-135-character-1-character-number: 39
task-135-character-1-id: aj6upe9mlarg
task-135-is-correct-answer: true
task-135-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236499215,"which":102}
task-135-keypress_before_show_prompt_count: 0
task-135-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-135-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-135-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-135-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-135-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-135-reaction-time: 273
task-135-time-of-doTask: 1298903697777
task-135-time-of-keypress: 1298903699215
task-135-time-of-showCharacters: 1298903698942
task-136-are-same: false
task-136-character-0-alphabet: inuktitut
task-136-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipgnu4upik01093b1q.png
task-136-character-0-character-number: 01
task-136-character-0-id: a2pgu4pi93b1q
task-136-character-1-alphabet: myanmar
task-136-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn32yrhm6.png
task-136-character-1-character-number: 32
task-136-character-1-id: a6fjbvuzrhm6
task-136-is-correct-answer: true
task-136-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236501720,"which":102}
task-136-keypress_before_show_prompt_count: 0
task-136-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-136-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-136-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-136-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-136-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-136-reaction-time: 279
task-136-time-of-doTask: 1298903700226
task-136-time-of-keypress: 1298903701720
task-136-time-of-showCharacters: 1298903701441
task-137-are-same: true
task-137-character-0-alphabet: tagalog
task-137-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va10r0a30.png
task-137-character-0-character-number: 10
task-137-character-0-id: aljsxt6v0a30
task-137-character-1-alphabet: tagalog
task-137-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna10s31zvf.png
task-137-character-1-character-number: 10
task-137-character-1-id: a1l2fzyn31zvf
task-137-is-correct-answer: false
task-137-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236509375,"which":102}
task-137-keypress_before_show_prompt_count: 2
task-137-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-137-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-137-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-137-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-137-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-137-reaction-time: 317
task-137-time-of-doTask: 1298903702733
task-137-time-of-keypress: 1298903709376
task-137-time-of-showCharacters: 1298903709059
task-138-are-same: true
task-138-character-0-alphabet: myanmar
task-138-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn256qumi2.png
task-138-character-0-character-number: 25
task-138-character-0-id: a3qat9qkqumi2
task-138-character-1-alphabet: myanmar
task-138-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mj8ys7agin25uyto4a.png
task-138-character-1-character-number: 25
task-138-character-1-id: a1j8s7giyto4a
task-138-is-correct-answer: false
task-138-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236511616,"which":102}
task-138-keypress_before_show_prompt_count: 0
task-138-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-138-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-138-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-138-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-138-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-138-reaction-time: 459
task-138-time-of-doTask: 1298903710387
task-138-time-of-keypress: 1298903711616
task-138-time-of-showCharacters: 1298903711157
task-139-are-same: true
task-139-character-0-alphabet: sylheti
task-139-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh17ujezd1.png
task-139-character-0-character-number: 17
task-139-character-0-id: a3m0kt6kjezd1
task-139-character-1-alphabet: sylheti
task-139-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sfoyggltlh17wgo7n4.png
task-139-character-1-character-number: 17
task-139-character-1-id: a1foggtlgo7n4
task-139-is-correct-answer: false
task-139-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236514575,"which":102}
task-139-keypress_before_show_prompt_count: 0
task-139-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-139-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-139-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-139-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-139-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-139-reaction-time: 422
task-139-time-of-doTask: 1298903712629
task-139-time-of-keypress: 1298903714575
task-139-time-of-showCharacters: 1298903714153
task-14-are-same: false
task-14-character-0-alphabet: sylheti
task-14-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh20cehcip.png
task-14-character-0-character-number: 20
task-14-character-0-id: a1s3njxhehcip
task-14-character-1-alphabet: korean
task-14-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe39di11ip.png
task-14-character-1-character-number: 39
task-14-character-1-id: a3dfh6dpi11ip
task-14-is-correct-answer: true
task-14-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235965639,"which":97}
task-14-keypress_before_show_prompt_count: 0
task-14-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-14-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-14-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-14-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-14-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-14-reaction-time: 269
task-14-time-of-doTask: 1298903164373
task-14-time-of-keypress: 1298903165639
task-14-time-of-showCharacters: 1298903165370
task-140-are-same: false
task-140-character-0-alphabet: myanmar
task-140-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn32cehcip.png
task-140-character-0-character-number: 32
task-140-character-0-id: a1s3njxhehcip
task-140-character-1-alphabet: sylheti
task-140-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh193gst4.png
task-140-character-1-character-number: 19
task-140-character-1-id: a4858n7ggst4
task-140-is-correct-answer: true
task-140-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236520863,"which":102}
task-140-keypress_before_show_prompt_count: 0
task-140-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-140-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-140-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-140-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-140-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-140-reaction-time: 431
task-140-time-of-doTask: 1298903719529
task-140-time-of-keypress: 1298903720863
task-140-time-of-showCharacters: 1298903720432
task-141-are-same: true
task-141-character-0-alphabet: tagalog
task-141-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba06l7bv1.png
task-141-character-0-character-number: 06
task-141-character-0-id: asu813kb7bv1
task-141-character-1-alphabet: tagalog
task-141-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa06ooa9ge.png
task-141-character-1-character-number: 06
task-141-character-1-id: a1a25pyfoa9ge
task-141-is-correct-answer: false
task-141-keypress: {"altKey":false,"charCode":104,"ctrlKey":false,"keyCode":104,"metaKey":false,"shiftKey":false,"timeStamp":1301236525785,"which":104}
task-141-keypress_before_show_prompt_count: 1
task-141-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-141-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-141-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-141-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-141-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-141-reaction-time: 458
task-141-time-of-doTask: 1298903721873
task-141-time-of-keypress: 1298903725785
task-141-time-of-showCharacters: 1298903725327
task-142-are-same: false
task-142-character-0-alphabet: inuktitut
task-142-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iernnxue6k110jlm4x.png
task-142-character-0-character-number: 11
task-142-character-0-id: a2ernxe6jlm4x
task-142-character-1-alphabet: myanmar
task-142-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn31klsq0r.png
task-142-character-1-character-number: 31
task-142-character-1-id: a1ehrxjplsq0r
task-142-is-correct-answer: true
task-142-keypress: {"altKey":false,"charCode":104,"ctrlKey":false,"keyCode":104,"metaKey":false,"shiftKey":false,"timeStamp":1301236528640,"which":104}
task-142-keypress_before_show_prompt_count: 0
task-142-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-142-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-142-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-142-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-142-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-142-reaction-time: 1015
task-142-time-of-doTask: 1298903726797
task-142-time-of-keypress: 1298903728640
task-142-time-of-showCharacters: 1298903727625
task-143-are-same: true
task-143-character-0-alphabet: tagalog
task-143-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va06r0a30.png
task-143-character-0-character-number: 06
task-143-character-0-id: aljsxt6v0a30
task-143-character-1-alphabet: tagalog
