assignmentId: 2IF46UXFCD45BWPGQ2JNZKIOCT2VTF
task-132-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-132-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-132-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-132-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-132-reaction-time: 1157
task-132-time-of-doTask: 1298901082206
task-132-time-of-keypress: 1298901084447
task-132-time-of-showCharacters: 1298901083290
task-133-are-same: true
task-133-character-0-alphabet: korean
task-133-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe39lpzden.png
task-133-character-0-character-number: 39
task-133-character-0-id: a1manxzopzden
task-133-character-1-alphabet: korean
task-133-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde397oebd.png
task-133-character-1-character-number: 39
task-133-character-1-id: aav4pzxdoebd
task-133-is-correct-answer: true
task-133-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-133-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-133-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-133-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-133-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-133-reaction-time: -1
task-133-time-of-doTask: 1298901085475
task-133-time-of-showCharacters: 1298901086176
task-134-are-same: false
task-134-character-0-alphabet: myanmar
task-134-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on31znkucn.png
task-134-character-0-character-number: 31
task-134-character-0-id: a3pkun3onkucn
task-134-character-1-alphabet: sylheti
task-134-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sfoyggltlh17wgo7n4.png
task-134-character-1-character-number: 17
task-134-character-1-id: a1foggtlgo7n4
task-134-is-correct-answer: true
task-134-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233893571,"which":32}
task-134-keypress_before_show_prompt_count: 0
task-134-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-134-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-134-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-134-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-134-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-134-reaction-time: 1448
task-134-time-of-doTask: 1298901091231
task-134-time-of-keypress: 1298901093572
task-134-time-of-showCharacters: 1298901092124
task-135-are-same: false
task-135-character-0-alphabet: korean
task-135-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a5k37o9lruie04nt3pc.png
task-135-character-0-character-number: 04
task-135-character-0-id: a5379luit3pc
task-135-character-1-alphabet: atemayar
task-135-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aj8ts7egim06uyto4a.png
task-135-character-1-character-number: 06
task-135-character-1-id: a1j8s7giyto4a
task-135-is-correct-answer: true
task-135-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233897386,"which":32}
task-135-keypress_before_show_prompt_count: 0
task-135-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-135-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-135-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-135-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-135-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-135-reaction-time: 1350
task-135-time-of-doTask: 1298901094615
task-135-time-of-keypress: 1298901097387
task-135-time-of-showCharacters: 1298901096037
task-136-are-same: false
task-136-character-0-alphabet: sylheti
task-136-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh19s31zvf.png
task-136-character-0-character-number: 19
task-136-character-0-id: a1l2fzyn31zvf
task-136-character-1-alphabet: inuktitut
task-136-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2rnfyur8k01edbn79.png
task-136-character-1-character-number: 01
task-136-character-1-id: a12rfyr8dbn79
task-136-is-correct-answer: true
task-136-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233901182,"which":32}
task-136-keypress_before_show_prompt_count: 0
task-136-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-136-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-136-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-136-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-136-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-136-reaction-time: 1478
task-136-time-of-doTask: 1298901098432
task-136-time-of-keypress: 1298901101183
task-136-time-of-showCharacters: 1298901099705
task-137-are-same: false
task-137-character-0-alphabet: inuktitut
task-137-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k038sfxpy.png
task-137-character-0-character-number: 03
task-137-character-0-id: a1z59eb5sfxpy
task-137-character-1-alphabet: tagalog
task-137-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tj8as7ggia06uyto4a.png
task-137-character-1-character-number: 06
task-137-character-1-id: a1j8s7giyto4a
task-137-is-correct-answer: true
task-137-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233904748,"which":32}
task-137-keypress_before_show_prompt_count: 0
task-137-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-137-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-137-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-137-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-137-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-137-reaction-time: 1193
task-137-time-of-doTask: 1298901102225
task-137-time-of-keypress: 1298901104749
task-137-time-of-showCharacters: 1298901103556
task-138-are-same: false
task-138-character-0-alphabet: myanmar
task-138-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn25zzw6q.png
task-138-character-0-character-number: 25
task-138-character-0-id: amynpl5xzw6q
task-138-character-1-alphabet: sylheti
task-138-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh19ooa9ge.png
task-138-character-1-character-number: 19
task-138-character-1-id: a1a25pyfoa9ge
task-138-is-correct-answer: true
task-138-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233908084,"which":32}
task-138-keypress_before_show_prompt_count: 0
task-138-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-138-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-138-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-138-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-138-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-138-reaction-time: 1145
task-138-time-of-doTask: 1298901105769
task-138-time-of-keypress: 1298901108085
task-138-time-of-showCharacters: 1298901106940
task-139-are-same: false
task-139-character-0-alphabet: korean
task-139-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1koho82rlwe39dr5hbg.png
task-139-character-0-character-number: 39
task-139-character-0-id: a1oh82lwr5hbg
task-139-character-1-alphabet: korean
task-139-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge29xdstsd.png
task-139-character-1-character-number: 29
task-139-character-1-id: a2akud1gdstsd
task-139-is-correct-answer: true
task-139-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233911266,"which":32}
task-139-keypress_before_show_prompt_count: 0
task-139-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-139-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-139-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-139-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-139-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-139-reaction-time: 903
task-139-time-of-doTask: 1298901109115
task-139-time-of-keypress: 1298901111267
task-139-time-of-showCharacters: 1298901110364
task-14-are-same: true
task-14-character-0-alphabet: myanmar
task-14-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn32cehcip.png
task-14-character-0-character-number: 32
task-14-character-0-id: a1s3njxhehcip
task-14-character-1-alphabet: myanmar
task-14-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn32j9zfdp.png
task-14-character-1-character-number: 32
task-14-character-1-id: a1umhcrj9zfdp
task-14-is-correct-answer: true
task-14-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-14-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-14-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-14-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-14-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-14-reaction-time: -1
task-14-time-of-doTask: 1298900344834
task-14-time-of-showCharacters: 1298900346346
task-140-are-same: true
task-140-character-0-alphabet: tagalog
task-140-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba10l7bv1.png
task-140-character-0-character-number: 10
task-140-character-0-id: asu813kb7bv1
task-140-character-1-alphabet: tagalog
task-140-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa10hep7xn.png
task-140-character-1-character-number: 10
task-140-character-1-id: a3mv1jtwep7xn
task-140-is-correct-answer: true
task-140-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-140-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-140-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-140-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-140-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-140-reaction-time: -1
task-140-time-of-doTask: 1298901114036
task-140-time-of-showCharacters: 1298901117317
task-141-are-same: true
task-141-character-0-alphabet: atemayar
task-141-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3am0tkte6km10ujezd1.png
task-141-character-0-character-number: 10
task-141-character-0-id: a3m0kt6kjezd1
task-141-character-1-alphabet: atemayar
task-141-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aj8ts7egim10uyto4a.png
task-141-character-1-character-number: 10
task-141-character-1-id: a1j8s7giyto4a
task-141-is-correct-answer: true
task-141-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-141-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-141-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-141-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-141-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-141-reaction-time: -1
task-141-time-of-doTask: 1298901122356
task-141-time-of-showCharacters: 1298901123631
task-142-are-same: false
task-142-character-0-alphabet: atemayar
task-142-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2a3ptsxe2zm23o4f65q.png
task-142-character-0-character-number: 23
task-142-character-0-id: a23psx2z4f65q
task-142-character-1-alphabet: inuktitut
task-142-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3imvn1jutwk02hep7xn.png
task-142-character-1-character-number: 02
task-142-character-1-id: a3mv1jtwep7xn
task-142-is-correct-answer: true
task-142-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233931243,"which":32}
task-142-keypress_before_show_prompt_count: 0
task-142-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-142-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-142-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-142-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-142-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-142-reaction-time: 1249
task-142-time-of-doTask: 1298901128675
task-142-time-of-keypress: 1298901131245
task-142-time-of-showCharacters: 1298901129996
task-143-are-same: true
task-143-character-0-alphabet: korean
task-143-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue28fh14ls.png
task-143-character-0-character-number: 28
task-143-character-0-id: a2nm1qzuh14ls
task-143-character-1-alphabet: korean
task-143-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kbbo99rmne2843zy37.png
task-143-character-1-character-number: 28
task-143-character-1-id: a3bb99mn3zy37
task-143-is-correct-answer: true
task-143-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-143-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-143-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-143-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-143-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-143-reaction-time: -1
task-143-time-of-doTask: 1298901132287
task-143-time-of-showCharacters: 1298901135351
task-144-are-same: true
task-144-character-0-alphabet: atemayar
task-144-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm25ipb1s.png
task-144-character-0-character-number: 25
task-144-character-0-id: avlbkm6qpb1s
task-144-character-1-alphabet: atemayar
task-144-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem25kntexx.png
task-144-character-1-character-number: 25
task-144-character-1-id: a1poymbentexx
task-144-is-correct-answer: true
task-144-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-144-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-144-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-144-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-144-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-144-reaction-time: -1
task-144-time-of-doTask: 1298901140395
task-144-time-of-showCharacters: 1298901141555
task-145-are-same: false
task-145-character-0-alphabet: inuktitut
task-145-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3iqant9uqkk026qumi2.png
task-145-character-0-character-number: 02
task-145-character-0-id: a3qat9qkqumi2
task-145-character-1-alphabet: korean
task-145-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe04txngce.png
task-145-character-1-character-number: 04
task-145-character-1-id: a2px0aywxngce
task-145-is-correct-answer: true
task-145-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233948535,"which":32}
task-145-keypress_before_show_prompt_count: 0
task-145-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-145-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-145-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-145-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-145-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-145-reaction-time: 1103
task-145-time-of-doTask: 1298901146600
task-145-time-of-keypress: 1298901148537
task-145-time-of-showCharacters: 1298901147434
task-146-are-same: false
task-146-character-0-alphabet: korean
task-146-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kv0op7r9fe28fynz9j.png
task-146-character-0-character-number: 28
task-146-character-0-id: a1v0p79fynz9j
task-146-character-1-alphabet: atemayar
task-146-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aj8ts7egim10uyto4a.png
task-146-character-1-character-number: 10
task-146-character-1-id: a1j8s7giyto4a
task-146-is-correct-answer: true
task-146-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233952254,"which":32}
task-146-keypress_before_show_prompt_count: 0
task-146-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-146-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-146-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-146-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-146-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-146-reaction-time: 1355
task-146-time-of-doTask: 1298901149580
task-146-time-of-keypress: 1298901152255
task-146-time-of-showCharacters: 1298901150900
task-147-are-same: false
task-147-character-0-alphabet: tagalog
task-147-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa06hep7xn.png
task-147-character-0-character-number: 06
task-147-character-0-id: a3mv1jtwep7xn
task-147-character-1-alphabet: korean
task-147-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue39fh14ls.png
task-147-character-1-character-number: 39
task-147-character-1-id: a2nm1qzuh14ls
task-147-is-correct-answer: true
task-147-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233957829,"which":32}
task-147-keypress_before_show_prompt_count: 0
task-147-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-147-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-147-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-147-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-147-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-147-reaction-time: 2999
task-147-time-of-doTask: 1298901153370
task-147-time-of-keypress: 1298901157829
task-147-time-of-showCharacters: 1298901154830
task-148-are-same: false
task-148-character-0-alphabet: inuktitut
task-148-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk02r0a30.png
task-148-character-0-character-number: 02
task-148-character-0-id: aljsxt6v0a30
task-148-character-1-alphabet: sylheti
task-148-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6sfjybvluzh19yrhm6.png
task-148-character-1-character-number: 19
task-148-character-1-id: a6fjbvuzrhm6
task-148-is-correct-answer: true
task-148-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233961438,"which":32}
task-148-keypress_before_show_prompt_count: 0
task-148-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-148-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-148-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-148-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-148-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-148-reaction-time: 1134
task-148-time-of-doTask: 1298901158869
task-148-time-of-keypress: 1298901161439
task-148-time-of-showCharacters: 1298901160305
task-149-are-same: false
task-149-character-0-alphabet: myanmar
task-149-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfyktaghn25hg1ofp.png
task-149-character-0-character-number: 25
task-149-character-0-id: a2pfktghg1ofp
task-149-character-1-alphabet: sylheti
task-149-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/atsvyyxllweh28h5n03.png
task-149-character-1-character-number: 28
task-149-character-1-id: atvyxlwe5n03
task-149-is-correct-answer: true
task-149-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233965390,"which":32}
task-149-keypress_before_show_prompt_count: 0
task-149-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-149-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-149-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-149-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-149-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-149-reaction-time: 1801
task-149-time-of-doTask: 1298901162482
task-149-time-of-keypress: 1298901165392
task-149-time-of-showCharacters: 1298901163591
task-15-are-same: true
task-15-character-0-alphabet: myanmar
task-15-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn32zzw6q.png
task-15-character-0-character-number: 32
task-15-character-0-id: amynpl5xzw6q
task-15-character-1-alphabet: myanmar
task-15-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2mpfyktaghn32hg1ofp.png
task-15-character-1-character-number: 32
task-15-character-1-id: a2pfktghg1ofp
task-15-is-correct-answer: true
task-15-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-15-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-15-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-15-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-15-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-15-reaction-time: -1
task-15-time-of-doTask: 1298900351482
task-15-time-of-showCharacters: 1298900352929
task-150-are-same: true
task-150-character-0-alphabet: atemayar
task-150-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1amatnxezom06lpzden.png
task-150-character-0-character-number: 06
task-150-character-0-id: a1manxzopzden
task-150-character-1-alphabet: atemayar
task-150-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avzthyep8m06byvxkz.png
task-150-character-1-character-number: 06
task-150-character-1-id: a1vzhyp8yvxkz
task-150-is-correct-answer: true
task-150-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-150-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-150-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-150-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-150-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-150-reaction-time: -1
task-150-time-of-doTask: 1298901170348
task-150-time-of-showCharacters: 1298901171467
task-151-are-same: true
task-151-character-0-alphabet: tagalog
task-151-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tj8as7ggia02uyto4a.png
task-151-character-0-character-number: 02
task-151-character-0-id: a1j8s7giyto4a
task-151-character-1-alphabet: tagalog
task-151-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka026qumi2.png
task-151-character-1-character-number: 02
task-151-character-1-id: a3qat9qkqumi2
task-151-is-correct-answer: true
task-151-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-151-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-151-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-151-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-151-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-151-reaction-time: -1
task-151-time-of-doTask: 1298901176516
task-151-time-of-showCharacters: 1298901177990
task-152-are-same: true
task-152-character-0-alphabet: sylheti
task-152-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h17mjbrov.png
task-152-character-0-character-number: 17
task-152-character-0-id: a2du3880jbrov
task-152-character-1-alphabet: sylheti
task-152-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh17r0a30.png
task-152-character-1-character-number: 17
task-152-character-1-id: aljsxt6v0a30
task-152-is-correct-answer: true
task-152-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-152-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-152-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-152-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-152-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-152-reaction-time: -1
task-152-time-of-doTask: 1298901183848
task-152-time-of-showCharacters: 1298901185321
task-153-are-same: false
task-153-character-0-alphabet: sylheti
task-153-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh28cehcip.png
task-153-character-0-character-number: 28
task-153-character-0-id: a1s3njxhehcip
task-153-character-1-alphabet: sylheti
task-153-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ays0byjclgyh172dhix.png
task-153-character-1-character-number: 17
task-153-character-1-id: ay0bjcgydhix
task-153-is-correct-answer: false
task-153-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
